-1,41,42,43,44,45,46,47,48,31,13,1,29,17,40,9,21,41,42,43,44,45,46,47,48,12,10,19,23,37,34,28,4,41,42,43,44,45,46,47,48,24,16,3,36,11,35,30,6,41,42,43,44,45,46,47,48,14,20,38,33,27,7,2,25,41,42,43,44,45,46,47,48,26,18,5,39,15,22,32,8
-1,41,42,43,44,45,46,47,48,32,36,8,28,4,19,11,24,41,42,43,44,45,46,47,48,34,9,29,25,14,17,38,1,41,42,43,44,45,46,47,48,23,5,26,16,31,12,6,40,41,42,43,44,45,46,47,48,20,27,10,15,37,21,33,2,41,42,43,44,45,46,47,48,13,7,3,30,39,18,22,35
-1,41,42,43,44,45,46,47,48,40,6,21,14,1,35,26,16,41,42,43,44,45,46,47,48,3,36,13,20,8,30,34,25,41,42,43,44,45,46,47,48,28,39,2,31,17,11,9,22,41,42,43,44,45,46,47,48,37,18,5,10,27,33,24,15,41,42,43,44,45,46,47,48,38,4,12,32,23,29,7,19
-1,41,42,43,44,45,46,47,48,20,9,14,26,21,38,4,31,41,42,43,44,45,46,47,48,37,28,5,13,7,32,24,18,41,42,43,44,45,46,47,48,27,23,11,36,19,2,33,8,41,42,43,44,45,46,47,48,17,34,29,25,15,39,1,10,41,42,43,44,45,46,47,48,30,3,16,35,40,12,22,6
-1,41,42,43,44,45,46,47,48,15,27,6,31,36,2,21,16,41,42,43,44,45,46,47,48,25,10,18,35,28,13,40,4,41,42,43,44,45,46,47,48,24,38,3,14,30,8,33,19,41,42,43,44,45,46,47,48,1,23,7,11,26,32,20,39,41,42,43,44,45,46,47,48,34,5,17,29,22,9,12,37
-1,41,42,43,44,45,46,47,48,9,32,37,11,29,19,22,5,41,42,43,44,45,46,47,48,21,14,38,10,2,18,35,27,41,42,43,44,45,46,47,48,30,16,39,31,24,12,8,1,41,42,43,44,45,46,47,48,40,26,4,15,33,6,20,23,41,42,43,44,45,46,47,48,17,3,13,28,34,25,7,36
-1,41,42,43,44,45,46,47,48,39,1,34,29,17,7,22,12,41,42,43,44,45,46,47,48,21,31,20,14,10,4,27,36,41,42,43,44,45,46,47,48,15,40,9,30,2,19,23,32,41,42,43,44,45,46,47,48,5,6,13,28,35,16,38,24,41,42,43,44,45,46,47,48,26,3,11,37,33,18,8,25
-1,41,42,43,44,45,46,47,48,15,39,30,23,35,6,4,16,41,42,43,44,45,46,47,48,28,5,20,9,24,31,13,40,41,42,43,44,45,46,47,48,12,8,33,18,37,2,29,22,41,42,43,44,45,46,47,48,36,14,17,34,26,1,21,7,41,42,43,44,45,46,47,48,19,3,10,38,11,25,27,32
-1,41,42,43,44,45,46,47,48,19,8,22,27,2,37,31,14,41,42,43,44,45,46,47,48,20,13,10,39,21,33,4,30,41,42,43,44,45,46,47,48,32,28,5,23,40,16,15,6,41,42,43,44,45,46,47,48,29,35,25,12,36,3,18,9,41,42,43,44,45,46,47,48,7,38,17,34,26,1,11,24
-1,41,42,43,44,45,46,47,48,40,34,2,26,10,22,11,18,41,42,43,44,45,46,47,48,35,36,13,16,23,30,7,1,41,42,43,44,45,46,47,48,8,3,31,17,27,25,14,37,41,42,43,44,45,46,47,48,15,20,33,5,21,28,9,39,41,42,43,44,45,46,47,48,4,19,24,29,6,12,32,38
-1,41,42,43,44,45,46,47,48,9,15,1,22,28,20,39,35,41,42,43,44,45,46,47,48,25,4,31,6,16,14,37,26,41,42,43,44,45,46,47,48,8,2,30,36,18,12,32,21,41,42,43,44,45,46,47,48,19,11,7,27,38,34,5,24,41,42,43,44,45,46,47,48,23,17,13,10,33,29,3,40
-1,41,42,43,44,45,46,47,48,3,30,34,18,13,37,9,23,41,42,43,44,45,46,47,48,40,25,7,27,2,15,31,16,41,42,43,44,45,46,47,48,14,33,28,36,20,1,6,22,41,42,43,44,45,46,47,48,8,39,32,4,12,21,17,26,41,42,43,44,45,46,47,48,24,19,35,29,10,11,38,5
-1,41,42,43,44,45,46,47,48,19,23,36,34,14,1,6,28,41,42,43,44,45,46,47,48,25,12,18,33,40,5,9,27,41,42,43,44,45,46,47,48,24,13,35,39,30,3,20,10,41,42,43,44,45,46,47,48,26,38,22,8,15,4,17,32,41,42,43,44,45,46,47,48,37,2,31,29,11,21,7,16
-1,41,42,43,44,45,46,47,48,26,4,24,37,17,9,12,31,41,42,43,44,45,46,47,48,35,36,10,13,25,1,29,20,41,42,43,44,45,46,47,48,15,2,16,22,28,38,7,32,41,42,43,44,45,46,47,48,14,39,3,30,21,18,6,34,41,42,43,44,45,46,47,48,23,27,33,40,11,5,8,19
-1,41,42,43,44,45,46,47,48,28,2,21,16,32,38,11,7,41,42,43,44,45,46,47,48,12,37,5,22,10,29,35,20,41,42,43,44,45,46,47,48,27,15,24,4,34,18,40,8,41,42,43,44,45,46,47,48,6,25,39,14,30,1,19,31,41,42,43,44,45,46,47,48,17,33,9,26,3,23,36,13
-1,41,42,43,44,45,46,47,48,9,17,40,2,26,11,35,25,41,42,43,44,45,46,47,48,19,21,31,28,10,4,39,14,41,42,43,44,45,46,47,48,36,16,33,5,15,22,6,30,41,42,43,44,45,46,47,48,18,24,8,37,3,32,13,27,41,42,43,44,45,46,47,48,29,38,23,20,7,1,12,34
-1,41,42,43,44,45,46,47,48,26,20,6,2,23,32,36,11,41,42,43,44,45,46,47,48,25,31,1,15,7,30,37,16,41,42,43,44,45,46,47,48,33,5,18,40,28,24,14,10,41,42,43,44,45,46,47,48,39,29,22,13,3,9,17,35,41,42,43,44,45,46,47,48,19,8,4,34,21,27,38,12
-1,41,42,43,44,45,46,47,48,36,5,35,23,20,30,11,10,41,42,43,44,45,46,47,48,17,32,38,8,15,28,25,1,41,42,43,44,45,46,47,48,19,22,37,34,14,26,3,7,41,42,43,44,45,46,47,48,6,31,2,29,40,16,24,12,41,42,43,44,45,46,47,48,39,4,13,33,18,9,21,27
-1,41,42,43,44,45,46,47,48,17,26,21,1,14,39,10,32,41,42,43,44,45,46,47,48,16,28,40,5,12,6,35,23,41,42,43,44,45,46,47,48,7,25,34,13,19,2,36,30,41,42,43,44,45,46,47,48,27,18,11,22,31,3,9,38,41,42,43,44,45,46,47,48,4,33,29,37,8,20,15,24
-1,41,42,43,44,45,46,47,48,20,22,14,36,1,29,9,34,41,42,43,44,45,46,47,48,16,8,26,31,24,5,15,37,41,42,43,44,45,46,47,48,11,18,25,7,35,38,30,4,41,42,43,44,45,46,47,48,19,12,39,28,23,6,32,3,41,42,43,44,45,46,47,48,40,27,2,10,17,21,33,13
-1,41,42,43,44,45,46,47,48,15,33,26,40,20,8,2,23,41,42,43,44,45,46,47,48,14,7,36,4,34,28,16,21,41,42,43,44,45,46,47,48,29,19,31,38,9,25,11,5,41,42,43,44,45,46,47,48,39,10,22,17,30,32,13,1,41,42,43,44,45,46,47,48,24,12,27,18,37,35,6,3
-1,41,42,43,44,45,46,47,48,2,17,22,40,32,28,7,15,41,42,43,44,45,46,47,48,3,37,35,11,30,23,19,8,41,42,43,44,45,46,47,48,34,21,12,16,9,27,39,1,41,42,43,44,45,46,47,48,13,29,10,33,25,20,36,4,41,42,43,44,45,46,47,48,5,14,26,38,24,18,31,6
-1,41,42,43,44,45,46,47,48,26,14,5,38,8,23,35,20,41,42,43,44,45,46,47,48,16,15,37,22,1,6,34,30,41,42,43,44,45,46,47,48,9,27,21,17,40,32,2,11,41,42,43,44,45,46,47,48,19,28,33,12,10,36,3,24,41,42,43,44,45,46,47,48,29,7,39,13,25,31,4,18
-1,41,42,43,44,45,46,47,48,23,30,11,8,36,16,5,35,41,42,43,44,45,46,47,48,20,21,14,9,33,37,26,4,41,42,43,44,45,46,47,48,19,2,15,39,10,31,25,28,41,42,43,44,45,46,47,48,29,24,40,3,17,12,32,7,41,42,43,44,45,46,47,48,13,27,6,38,22,1,34,18
-1,41,42,43,44,45,46,47,48,30,39,4,22,7,32,20,12,41,42,43,44,45,46,47,48,21,17,15,9,38,3,35,27,41,42,43,44,45,46,47,48,29,18,6,40,5,13,25,33,41,42,43,44,45,46,47,48,2,10,16,28,37,34,24,11,41,42,43,44,45,46,47,48,8,19,31,1,36,23,14,26
-1,41,42,43,44,45,46,47,48,12,3,25,16,33,9,36,29,41,42,43,44,45,46,47,48,40,24,31,1,14,18,6,26,41,42,43,44,45,46,47,48,39,34,27,7,19,4,23,13,41,42,43,44,45,46,47,48,11,5,30,20,10,32,22,38,41,42,43,44,45,46,47,48,17,37,21,28,8,35,2,15
-1,41,42,43,44,45,46,47,48,26,35,19,1,25,6,14,36,41,42,43,44,45,46,47,48,3,10,13,37,29,34,24,18,41,42,43,44,45,46,47,48,33,8,5,12,22,40,30,20,41,42,43,44,45,46,47,48,11,23,4,32,7,17,27,38,41,42,43,44,45,46,47,48,15,2,9,21,16,39,31,28
-1,41,42,43,44,45,46,47,48,34,37,7,14,5,21,17,26,41,42,43,44,45,46,47,48,31,9,4,40,16,13,24,30,41,42,43,44,45,46,47,48,35,18,23,11,8,39,2,29,41,42,43,44,45,46,47,48,25,19,36,28,10,32,1,12,41,42,43,44,45,46,47,48,38,27,22,33,3,6,15,20
-1,41,42,43,44,45,46,47,48,8,21,20,34,3,40,26,11,41,42,43,44,45,46,47,48,31,4,27,12,18,25,37,10,41,42,43,44,45,46,47,48,35,5,15,30,16,9,36,22,41,42,43,44,45,46,47,48,7,2,17,14,28,24,33,39,41,42,43,44,45,46,47,48,6,32,19,1,29,23,13,38
-1,41,42,43,44,45,46,47,48,29,7,40,5,25,17,15,34,41,42,43,44,45,46,47,48,24,36,2,8,20,26,35,14,41,42,43,44,45,46,47,48,30,6,18,1,38,22,32,13,41,42,43,44,45,46,47,48,10,3,27,23,37,19,33,11,41,42,43,44,45,46,47,48,12,21,16,9,31,4,39,28
-1,41,42,43,44,45,46,47,48,38,26,14,8,34,25,16,1,41,42,43,44,45,46,47,48,35,37,13,3,18,27,23,7,41,42,43,44,45,46,47,48,12,19,31,22,4,29,9,40,41,42,43,44,45,46,47,48,21,33,2,17,15,39,30,6,41,42,43,44,45,46,47,48,24,28,5,20,11,10,36,32
-1,41,42,43,44,45,46,47,48,15,30,35,17,7,22,1,37,41,42,43,44,45,46,47,48,24,4,6,19,12,36,33,28,41,42,43,44,45,46,47,48,5,31,11,10,40,25,18,29,41,42,43,44,45,46,47,48,32,20,8,13,38,23,3,26,41,42,43,44,45,46,47,48,16,21,14,2,9,27,39,34
-1,41,42,43,44,45,46,47,48,30,36,18,12,23,1,9,35,41,42,43,44,45,46,47,48,6,29,15,37,5,31,16,25,41,42,43,44,45,46,47,48,39,14,2,8,34,26,20,21,41,42,43,44,45,46,47,48,19,13,33,3,7,38,27,22,41,42,43,44,45,46,47,48,24,40,17,4,10,11,28,32
-1,41,42,43,44,45,46,47,48,5,30,17,36,22,12,10,33,41,42,43,44,45,46,47,48,1,38,34,20,11,26,23,6,41,42,43,44,45,46,47,48,32,7,15,4,18,29,25,39,41,42,43,44,45,46,47,48,3,8,16,14,28,37,31,21,41,42,43,44,45,46,47,48,13,35,27,40,19,24,9,2
-1,41,42,43,44,45,46,47,48,11,31,21,39,30,17,2,8,41,42,43,44,45,46,47,48,27,7,1,12,34,37,19,24,41,42,43,44,45,46,47,48,38,6,18,35,15,4,22,29,41,42,43,44,45,46,47,48,10,32,16,28,14,40,25,5,41,42,43,44,45,46,47,48,3,23,36,9,26,20,13,33
-1,41,42,43,44,45,46,47,48,10,11,34,30,39,19,24,5,41,42,43,44,45,46,47,48,29,14,31,8,21,18,1,37,41,42,43,44,45,46,47,48,23,7,3,15,27,33,40,16,41,42,43,44,45,46,47,48,25,20,9,4,36,32,12,26,41,42,43,44,45,46,47,48,28,2,38,6,35,17,22,13
-1,41,42,43,44,45,46,47,48,25,30,34,2,9,11,36,20,41,42,43,44,45,46,47,48,18,1,35,29,24,8,39,14,41,42,43,44,45,46,47,48,28,10,40,32,5,21,15,17,41,42,43,44,45,46,47,48,3,31,19,7,26,23,13,38,41,42,43,44,45,46,47,48,37,4,22,12,16,6,33,27
-1,41,42,43,44,45,46,47,48,30,33,23,40,4,19,13,8,41,42,43,44,45,46,47,48,22,1,27,12,32,7,38,20,41,42,43,44,45,46,47,48,14,24,3,26,31,16,6,39,41,42,43,44,45,46,47,48,36,29,35,10,11,17,21,2,41,42,43,44,45,46,47,48,28,5,37,9,25,15,34,18
-1,41,42,43,44,45,46,47,48,1,33,12,6,16,21,30,40,41,42,43,44,45,46,47,48,11,8,17,32,25,39,27,3,41,42,43,44,45,46,47,48,9,38,14,2,23,35,20,26,41,42,43,44,45,46,47,48,36,19,4,13,29,7,24,34,41,42,43,44,45,46,47,48,5,31,18,22,28,15,10,37
-1,41,42,43,44,45,46,47,48,22,34,38,27,2,13,17,9,41,42,43,44,45,46,47,48,20,21,30,32,1,6,14,36,41,42,43,44,45,46,47,48,8,37,23,19,3,31,15,29,41,42,43,44,45,46,47,48,12,16,5,10,25,40,35,26,41,42,43,44,45,46,47,48,18,7,11,39,4,28,33,24
-1,41,42,43,44,45,46,47,48,30,39,6,34,21,12,4,17,41,42,43,44,45,46,47,48,16,27,3,15,9,24,40,33,41,42,43,44,45,46,47,48,11,25,18,5,35,26,8,36,41,42,43,44,45,46,47,48,31,19,37,13,1,29,7,23,41,42,43,44,45,46,47,48,2,20,10,22,14,38,28,32
-1,41,42,43,44,45,46,47,48,7,31,18,39,26,24,1,15,41,42,43,44,45,46,47,48,32,11,27,20,9,2,25,40,41,42,43,44,45,46,47,48,35,23,13,3,6,28,38,16,41,42,43,44,45,46,47,48,21,29,5,34,8,12,36,17,41,42,43,44,45,46,47,48,10,19,33,4,22,30,14,37
-1,41,42,43,44,45,46,47,48,39,31,21,15,6,29,3,17,41,42,43,44,45,46,47,48,4,12,8,24,19,35,28,36,41,42,43,44,45,46,47,48,11,16,1,33,37,27,10,23,41,42,43,44,45,46,47,48,20,13,30,5,22,38,34,9,41,42,43,44,45,46,47,48,7,26,2,32,14,25,18,40
-1,41,42,43,44,45,46,47,48,16,24,36,5,33,30,7,11,41,42,43,44,45,46,47,48,4,20,28,12,38,21,9,34,41,42,43,44,45,46,47,48,19,39,6,27,32,23,3,15,41,42,43,44,45,46,47,48,10,29,18,31,1,22,14,37,41,42,43,44,45,46,47,48,40,13,17,35,2,25,8,26
-1,41,42,43,44,45,46,47,48,23,36,4,12,35,7,27,18,41,42,43,44,45,46,47,48,16,25,14,10,30,37,3,34,41,42,43,44,45,46,47,48,6,17,5,26,11,39,21,33,41,42,43,44,45,46,47,48,28,8,31,1,24,19,40,13,41,42,43,44,45,46,47,48,29,22,20,2,32,9,15,38
-1,41,42,43,44,45,46,47,48,23,16,13,35,6,2,40,28,41,42,43,44,45,46,47,48,31,21,27,14,20,36,9,4,41,42,43,44,45,46,47,48,8,22,33,18,1,39,26,15,41,42,43,44,45,46,47,48,25,29,5,11,37,19,34,10,41,42,43,44,45,46,47,48,38,12,7,24,32,3,30,17
-1,41,42,43,44,45,46,47,48,18,35,39,29,22,15,2,8,41,42,43,44,45,46,47,48,32,23,1,11,26,10,38,20,41,42,43,44,45,46,47,48,9,40,17,34,13,4,30,24,41,42,43,44,45,46,47,48,19,3,6,36,28,14,21,31,41,42,43,44,45,46,47,48,25,33,5,7,12,27,37,16
-1,41,42,43,44,45,46,47,48,18,26,38,12,1,22,31,10,41,42,43,44,45,46,47,48,39,35,7,17,15,4,30,24,41,42,43,44,45,46,47,48,37,13,5,8,29,23,32,20,41,42,43,44,45,46,47,48,25,19,40,3,11,28,9,34,41,42,43,44,45,46,47,48,14,2,6,36,16,27,21,33
-1,41,42,43,44,45,46,47,48,6,3,32,15,25,19,36,27,41,42,43,44,45,46,47,48,34,10,21,11,16,2,28,38,41,42,43,44,45,46,47,48,29,13,1,35,23,20,9,40,41,42,43,44,45,46,47,48,7,39,12,24,30,4,18,33,41,42,43,44,45,46,47,48,26,31,37,5,17,8,14,22
-1,41,42,43,44,45,46,47,48,2,31,38,17,21,30,6,15,41,42,43,44,45,46,47,48,14,18,34,36,27,22,3,10,41,42,43,44,45,46,47,48,9,12,35,23,5,37,26,19,41,42,43,44,45,46,47,48,33,39,29,24,7,16,1,11,41,42,43,44,45,46,47,48,25,20,13,32,8,4,40,28
-1,41,42,43,44,45,46,47,48,17,22,26,33,39,11,3,7,41,42,43,44,45,46,47,48,34,13,27,25,9,5,19,40,41,42,43,44,45,46,47,48,24,32,8,12,20,4,38,29,41,42,43,44,45,46,47,48,18,6,35,30,1,21,37,14,41,42,43,44,45,46,47,48,23,2,10,36,31,28,15,16
-1,41,42,43,44,45,46,47,48,11,20,29,3,31,40,6,24,41,42,43,44,45,46,47,48,9,28,16,4,33,39,13,22,41,42,43,44,45,46,47,48,10,5,27,37,35,18,23,12,41,42,43,44,45,46,47,48,15,38,8,17,34,25,2,30,41,42,43,44,45,46,47,48,19,1,21,26,7,14,32,36
-1,41,42,43,44,45,46,47,48,20,22,27,34,40,5,7,12,41,42,43,44,45,46,47,48,38,33,8,19,26,4,24,14,41,42,43,44,45,46,47,48,11,28,32,37,17,3,23,9,41,42,43,44,45,46,47,48,35,29,18,36,21,6,15,2,41,42,43,44,45,46,47,48,31,16,10,13,25,1,30,39
-1,41,42,43,44,45,46,47,48,16,30,13,4,10,33,22,39,41,42,43,44,45,46,47,48,27,40,18,8,5,12,34,21,41,42,43,44,45,46,47,48,14,35,25,28,37,1,9,20,41,42,43,44,45,46,47,48,38,23,29,32,7,15,2,17,41,42,43,44,45,46,47,48,26,19,6,24,31,3,11,36
-1,41,42,43,44,45,46,47,48,37,19,3,22,13,33,6,26,41,42,43,44,45,46,47,48,23,8,36,31,16,14,4,29,41,42,43,44,45,46,47,48,34,20,12,30,5,21,7,39,41,42,43,44,45,46,47,48,17,24,15,9,35,38,1,27,41,42,43,44,45,46,47,48,40,25,2,11,32,10,28,18
-1,41,42,43,44,45,46,47,48,32,23,29,6,14,4,38,20,41,42,43,44,45,46,47,48,35,25,19,26,8,37,13,5,41,42,43,44,45,46,47,48,27,36,3,24,31,12,16,7,41,42,43,44,45,46,47,48,15,2,40,30,34,22,18,10,41,42,43,44,45,46,47,48,11,17,1,28,21,39,33,9
-1,41,42,43,44,45,46,47,48,14,34,30,10,20,37,4,21,41,42,43,44,45,46,47,48,16,35,11,40,23,9,28,5,41,42,43,44,45,46,47,48,39,31,26,6,22,12,18,1,41,42,43,44,45,46,47,48,13,38,27,25,17,3,33,7,41,42,43,44,45,46,47,48,2,24,15,32,19,8,36,29
-1,41,42,43,44,45,46,47,48,15,38,23,18,1,10,29,35,41,42,43,44,45,46,47,48,11,24,40,32,26,6,5,20,41,42,43,44,45,46,47,48,36,7,13,3,21,34,16,27,41,42,43,44,45,46,47,48,30,37,12,8,4,19,22,31,41,42,43,44,45,46,47,48,28,14,25,2,39,17,9,33
-1,41,42,43,44,45,46,47,48,19,6,25,37,33,28,3,12,41,42,43,44,45,46,47,48,23,15,18,10,31,5,36,29,41,42,43,44,45,46,47,48,16,38,4,24,13,7,32,26,41,42,43,44,45,46,47,48,9,22,1,17,11,34,39,30,41,42,43,44,45,46,47,48,8,21,35,27,2,14,40,20
-1,41,42,43,44,45,46,47,48,37,4,19,26,35,21,11,10,41,42,43,44,45,46,47,48,22,40,1,29,18,6,13,33,41,42,43,44,45,46,47,48,14,2,17,38,27,34,9,23,41,42,43,44,45,46,47,48,16,31,3,28,12,8,36,24,41,42,43,44,45,46,47,48,32,5,15,7,25,20,39,30
-1,41,42,43,44,45,46,47,48,33,6,26,2,40,11,20,25,41,42,43,44,45,46,47,48,3,34,19,36,23,27,7,15,41,42,43,44,45,46,47,48,39,21,14,10,5,18,32,29,41,42,43,44,45,46,47,48,35,28,24,8,13,16,37,4,41,42,43,44,45,46,47,48,12,17,1,9,30,38,31,22
-1,41,42,43,44,45,46,47,48,12,8,39,23,29,3,33,20,41,42,43,44,45,46,47,48,36,14,22,16,9,26,34,2,41,42,43,44,45,46,47,48,21,31,30,10,1,17,38,11,41,42,43,44,45,46,47,48,35,4,15,37,19,6,25,28,41,42,43,44,45,46,47,48,27,32,7,5,24,13,40,18
-1,41,42,43,44,45,46,47,48,17,36,21,10,11,26,2,31,41,42,43,44,45,46,47,48,30,9,38,20,1,24,35,15,41,42,43,44,45,46,47,48,37,34,19,25,8,3,13,29,41,42,43,44,45,46,47,48,28,12,7,33,39,23,16,5,41,42,43,44,45,46,47,48,6,14,18,22,40,4,27,32
-1,41,42,43,44,45,46,47,48,23,4,13,29,32,7,37,17,41,42,43,44,45,46,47,48,20,35,24,30,2,11,39,8,41,42,43,44,45,46,47,48,3,12,6,16,22,38,26,34,41,42,43,44,45,46,47,48,15,36,19,9,28,5,21,33,41,42,43,44,45,46,47,48,40,1,18,14,27,25,10,31
-1,41,42,43,44,45,46,47,48,36,19,33,6,21,27,15,4,41,42,43,44,45,46,47,48,22,16,40,26,14,2,32,8,41,42,43,44,45,46,47,48,24,35,11,5,28,39,9,17,41,42,43,44,45,46,47,48,7,30,25,37,3,34,20,12,41,42,43,44,45,46,47,48,13,29,31,10,23,18,38,1
-1,41,42,43,44,45,46,47,48,21,2,31,13,20,26,8,39,41,42,43,44,45,46,47,48,5,29,23,11,6,34,40,16,41,42,43,44,45,46,47,48,33,38,27,19,4,14,10,24,41,42,43,44,45,46,47,48,9,22,37,35,15,30,1,18,41,42,43,44,45,46,47,48,28,32,12,17,36,3,25,7
-1,41,42,43,44,45,46,47,48,7,1,23,20,35,27,12,40,41,42,43,44,45,46,47,48,31,30,16,3,39,8,13,21,41,42,43,44,45,46,47,48,38,22,6,17,26,33,11,5,41,42,43,44,45,46,47,48,9,29,37,32,24,19,2,15,41,42,43,44,45,46,47,48,28,10,4,14,36,34,25,18
-1,41,42,43,44,45,46,47,48,6,24,31,13,37,20,3,30,41,42,43,44,45,46,47,48,28,22,34,18,2,36,10,15,41,42,43,44,45,46,47,48,40,33,16,5,14,27,25,9,41,42,43,44,45,46,47,48,21,12,39,8,19,26,4,35,41,42,43,44,45,46,47,48,1,32,11,7,38,23,29,17
-1,41,42,43,44,45,46,47,48,37,23,17,28,15,8,5,35,41,42,43,44,45,46,47,48,11,40,29,2,24,33,20,9,41,42,43,44,45,46,47,48,30,6,22,16,4,14,31,38,41,42,43,44,45,46,47,48,36,34,7,1,26,12,18,25,41,42,43,44,45,46,47,48,10,19,3,13,39,21,27,32
-1,41,42,43,44,45,46,47,48,16,4,29,23,6,36,31,12,41,42,43,44,45,46,47,48,24,19,37,26,11,3,7,32,41,42,43,44,45,46,47,48,35,10,2,15,25,39,28,17,41,42,43,44,45,46,47,48,40,33,22,13,5,30,20,9,41,42,43,44,45,46,47,48,38,14,34,8,21,1,18,27
-1,41,42,43,44,45,46,47,48,38,20,24,12,4,32,8,28,41,42,43,44,45,46,47,48,2,7,31,25,37,27,13,18,41,42,43,44,45,46,47,48,21,40,34,6,14,19,29,1,41,42,43,44,45,46,47,48,30,39,9,17,23,11,3,35,41,42,43,44,45,46,47,48,26,5,36,22,16,10,15,33
-1,41,42,43,44,45,46,47,48,24,7,20,12,2,40,30,34,41,42,43,44,45,46,47,48,26,16,3,22,9,38,31,15,41,42,43,44,45,46,47,48,33,8,37,28,17,5,14,21,41,42,43,44,45,46,47,48,13,27,32,19,4,10,39,23,41,42,43,44,45,46,47,48,1,18,6,35,25,36,29,11
-1,41,42,43,44,45,46,47,48,36,31,28,12,16,10,25,1,41,42,43,44,45,46,47,48,30,4,33,22,9,14,19,37,41,42,43,44,45,46,47,48,39,34,18,15,6,3,27,24,41,42,43,44,45,46,47,48,26,11,17,35,8,5,23,40,41,42,43,44,45,46,47,48,2,29,32,20,21,13,38,7
-1,41,42,43,44,45,46,47,48,39,30,15,4,10,31,23,19,41,42,43,44,45,46,47,48,37,21,11,5,27,18,32,6,41,42,43,44,45,46,47,48,7,13,40,20,28,2,35,24,41,42,43,44,45,46,47,48,33,38,9,29,22,16,3,12,41,42,43,44,45,46,47,48,36,34,8,14,17,26,1,25
-1,41,42,43,44,45,46,47,48,24,32,27,38,6,19,2,12,41,42,43,44,45,46,47,48,21,36,30,5,33,10,16,14,41,42,43,44,45,46,47,48,35,1,15,9,40,23,29,18,41,42,43,44,45,46,47,48,13,7,39,28,3,22,31,20,41,42,43,44,45,46,47,48,11,26,4,37,34,17,8,25
